"module_info","method","path","endpoint","port"
"RE-SlicklineTestingServiceAPI","DELETE","/RED/SlicklineTestingService/slick-test/1","52.76.239.135",8280
"RE-SlicklineTestingServiceAPI","GET","/RED/SlicklineTestingService/slick-test/1","52.76.239.135",8280
"RE-UtilizationServiceAPI","GET","/RED/SlicklineTestingService/utilization","52.76.239.135",8280
"RE-UtilizationServiceAPI","POST","/RED/SlicklineTestingService/utilization","52.76.239.135",8280
"RE-UtilizationServiceAPI","GET","/RED/SlicklineTestingService/utilization/1?download=1","52.76.239.135",8280
"RE-UtilizationServiceAPI","DELETE","/RED/SlicklineTestingService/utilization/1","52.76.239.135",8280
"RE-UtilizationServiceAPI","POST","/RED/SlicklineTestingService/utilization/1","52.76.239.135",8280
"RE-UtilizationServiceAPI","GET","/RED/SlicklineTestingService/utilization/1","52.76.239.135",8280
"RE-UtilizationServiceAPI","PATCH","/RED/SlicklineTestingService/utilization/1","52.76.239.135",8280
"RE-VerticalDischargeServiceAPI","GET","/RED/VerticalDischargeService/vert-discharge","52.76.239.135",8280
"RE-VerticalDischargeServiceAPI","GET","/RED/VerticalDischargeService/vert-discharge/1?download=1","52.76.239.135",8280
"RE-VerticalDischargeServiceAPI","GET","/RED/VerticalDischargeService/vert-discharge/1","52.76.239.135",8280
"RE-VerticalDischargeServiceAPI","PATCH","/RED/VerticalDischargeService/vert-discharge/1","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","GET","/RED/WaterflowRICAPService/waterflow-ricap","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","GET","/RED/WaterflowRICAPService/waterflow-ricap/details/1","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","GET","/RED/WaterflowRICAPService/waterflow-ricap/1","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","POST","/RED/WaterflowRICAPService/waterflow-ricap","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","POST","/RED/WaterflowRICAPService/waterflow-ricap/total-wf","52.76.239.135",8280
"RE-WaterflowRICAPServiceAPI","PATCH","/RED/WaterflowRICAPService/waterflow-ricap/details/1","52.76.239.135",8280
"RE-WellInfoServiceAPI","GET","/RED/WaterflowRICAPService/wells/1","52.76.239.135",8280
"RE-WellInfoServiceAPI","PATCH","/RED/WaterflowRICAPService/wells/1","52.76.239.135",8280
"RE-WellInterferenceMonitoringServiceAPI","GET","/RED/WellInterferenceMonitoringService/well-int-mon","52.76.239.135",8280
"RE-WellInterferenceMonitoringServiceAPI","GET","/RED/WellInterferenceMonitoringService/well-int-mon/1?download=1","52.76.239.135",8280
"RE-WellInterferenceMonitoringServiceAPI","GET","/RED/WellInterferenceMonitoringService/well-int-mon/1","52.76.239.135",8280
"RE-WellInterferenceMonitoringServiceAPI","PATCH","/RED/WellInterferenceMonitoringService/well-int-mon/1","52.76.239.135",8280
